group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-result-openai/gpt-oss-120b,LLM-suggestion-openai/gpt-oss-120b,LLM-result-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-suggestion-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-result-default-text-large,LLM-suggestion-default-text-large,groundTruth
9,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a spectral atmospheric general circulation model used in the canesm2 earth system model. simulates atmospheric processes including radiation, cloud physics, dynamics.; ocean surface state used for lower boundary conditions sst, sic, sith, currents, ssh provided via the canesm2 internal coupler; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler","a 3d ocean general circulation model that simulates ocean currents, temperature, salinity, mixing. coupled with canam4 in the canesm2 system.; atmospheric surface fluxes, pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler","a generic metadata template for developing coupled climate models combining atmospheric, ocean circulation components with embedded biogeochemistry. suitable for exploring feedbacks between aerosol forcing, radiative processes, nutrient cycles, ocean heat transport.","A→AB:0.14 (covered: atmospheric, circulation, processes) | B→AB:0.14 (covered: atmospheric, circulation, forcing) | A∪B→AB:0.18 (covered: atmospheric, circulation, forcing, processes) | uncovered_AB: aerosol, between, biogeochemistry, climate, combining, cycles, developing, embedded, exploring, feedbacks, generic, heat, metadata, nutrient, radiative, suitable, template, transport",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
9,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,atmospheric model; radiation; cloud processes; spectral gcm; climate modeling,ocean model; ogcm; climate model; canesm2; marine processes,coupled modeling; climate feedbacks; atmosphere-ocean interactions; earth system,"A→AB:0.29 (covered: climate, modeling) | B→AB:0.14 (covered: climate) | A∪B→AB:0.29 (covered: climate, modeling) | uncovered_AB: atmosphere, earth, feedbacks, interactions, system",Mismatch,INTENDED,Match,Keyword sets collectively describe the coupled earth system model.,Match,The keywords are compatible and can be integrated.,Match,"Similarity threshold not met, but keywords are compatible",Match
9,Semantic Mismatch,Model Type,Integrated,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
9,Semantic Mismatch,Scope,Integrated,Coverage vs AB,"global atmospheric dynamics, climate",global ocean circulation,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
9,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, energy balance in earth system models; spectral dynamical core with physical parameterizations",simulate oceanic processes for coupled climate modeling; grid-based ocean gcm with vertical mixing schemes,"enable co-evolution of atmospheric, oceanic, biogeochemical states in climate scenarios; modular agcm + ogcm + bgc with coupling interface; integrated coupling","A→AB:0.06 (covered: atmospheric) | B→AB:0.12 (covered: climate, oceanic) | A∪B→AB:0.19 (covered: atmospheric, climate, oceanic) | uncovered_AB: agcm, bgc, biogeochemical, co, coupling, enable, evolution, integrated, interface, modular, ogcm, scenarios, states",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
9,Semantic Mismatch,Assumptions,Integrated,Coverage vs AB,"hydrostatic balance; spherical harmonics basis for spectral core; radiative forcing from ghgs, aerosols","boussinesq, hydrostatic approximations; no tides or coastal detail in standard runs",,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
9,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,"fyfe et al., 2013","fyfe et al., 2013",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,"fyfe, j.c.; modeling, climate simulation","fyfe, j.c.; coupled modeling",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"extensively used in cmip5, canesm2",used in canesm2 cmip5 runs,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,tuned to reproduce observed climatology,"tuned using ocean reanalysis, climatology",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,"validated against era-interim, satellite data","tested with observed ocean heat content, sea surface temp",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,supported via parameter ensemble experiments,enabled via coupled perturbations,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,scenario-based exploration,long-term variability under forcing scenarios,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
9,Data Schema Mismatch,Direction (any),Integrated,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional,B.out:sea surface temperature sst; sea surface salinity sss; ocean surface currents u_ocean; v_ocean; sea surface height ssh; sea ice concentration sic; sea ice thickness sith,,A2B:✓; B2A:✓,Match,INTENDED,Match,,Match,,Match,,Match
9,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:sea surface temperature sst; sea surface salinity sss optional; sea ice concentration sic; sea ice thickness sith optional; ocean surface currents u_ocean; v_ocean; sea surface height ssh optional; ocean lower-boundary fields from ncom1.3 exchanged via the canesm2 internal coupler; ocean surface state used for lower boundary conditions sst; sic; sith; currents; ssh provided via the canesm2 internal coupler | B.in:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional; atmospheric surface forcing from canam4 exchanged via the canesm2 internal coupler; atmospheric surface fluxes; pressure forcing for ocean surface boundary conditions provided via the canesm2 internal coupler,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
9,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:surface wind stress tau_x; tau_y; 10 m wind u10; v10 optional; net shortwave radiation at surface sw_down; net longwave radiation at surface lw_down; sensible heat flux q_sens; latent heat flux q_lat; precipitation rate p; evaporation rate e; freshwater flux p_minus_e; runoff flux r optional; mean sea level pressure mslp; downwelling par at surface optional | B.out:sea surface temperature sst; sea surface salinity sss; ocean surface currents u_ocean; v_ocean; sea surface height ssh; sea ice concentration sic; sea ice thickness sith,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,Match
9,Temporal Resolution Mismatch,time_steps_temporal_resolution,Integrated,Common exchanged variables align semantically,30 min to 1 hr,hourly to daily,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Temporal resolution differences can be handled by resampling.,Match,The temporal resolutions are compatible and can be aligned.,Mismatch,Resample or interpolate data to match temporal resolutions,Match
9,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically,multi-decadal,multi-decadal,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
9,Spatial Resolution Mismatch,spatial_resolution,Integrated,Common exchanged variables align semantically,t63 ~2.8° x 2.8°,"1.4° x 1.4°, 40 vertical levels",,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Regridding can align the atmospheric and oceanic grids.,Match,The spatial resolutions are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible spatial resolutions,Match
9,Spatial Coverage Mismatch,spatial_extent_coverage,Integrated,Common exchanged variables align semantically,global atmosphere,global ocean,,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
9,Dimensionality Mismatch,dimensionality,Integrated,Common exchanged variables align semantically,3d,3d,,A↔B token-sim=1.00 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
9,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
9,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,failsafes for model divergence,"tracer checks, restart systems",,A and B present; AB not provided.,Match,INTENDED,Match,,Match,,Match,,Match
9,Execution Instruction Gap,execution_instructions,Integrated,Require both sides,configured via canesm2 experiment setup,run as component of canesm2,,Both A and B must provide.,Match,INTENDED,Match,,Match,,Match,,Match
9,Parallel Execution Incompatibility,parallel_execution,Integrated,Pattern-graded requirement,true,true,,Both sides present.,Match,INTENDED,Match,,Match,,Match,,Match
9,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"coupling timestep aligned with ocean e.g., hourly-6-hourly , conservative flux remapping, synchronized calendars","consistent coupling timestep, conservative flux coupling, identical calendars / time-bases","coupler mediates conservative remapping, aligned coupling interval, consistent calendars, masks",Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,Coupling timestep and calendar synchronization are mutually satisfied.,Mismatch,Synchronize execution constraints across both models.,Mismatch,Implement compatible execution constraints,Match
9,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
9,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,exchange each coupling step via canesm2 internal coupler,exchange each coupling step via canesm2 internal coupler,exchange at defined coupling steps via canesm2 internal coupler,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,Both expect exchange each coupling step; latency expectations align.,Mismatch,Synchronize latency expectations across both models.,Mismatch,Implement compatible latency expectations,Match
9,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"fluxes atm→ocn sent, surface state ocn→atm received through coupler with grid remapping","ocean surface state ocn→atm , fluxes atm→ocn exchanged through the coupler with remapping, masking","atmosphere provides surface fluxes stress, heat, freshwater, radiation to ocean, ocean returns surface state sst, sic, currents, ssh to atmosphere",Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,Data flow description matches integration pattern.,Mismatch,Align data synchronization mechanisms across both models.,Mismatch,Implement compatible data synchronization mechanisms,Match
9,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran,,A↔B token-sim=1.00 (> 0.50),Match,INTENDED,Match,,Match,,Match,,Match
9,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
9,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
9,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,tested via cmip protocols; compared against reanalysis data,,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
9,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,validated with earth system output; compared with reanalysis ocean datasets,,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
9,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",coupled into canesm2,,A↔B token-sim=0.00 (> 0.50),Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
9,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,hpc cluster required,hpc required,,A↔B token-sim=0.67 (> 0.50),Match,INTENDED,Match,,Match,,Match,,Match
9,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,v4,v1.3,,Not equal.,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
9,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
9,License Incompatibility,license,Integrated,Pattern-graded requirement,institutional cccr / cccma,institutional cccr,,A↔B token-sim=0.67 (> 0.50),Match,INTENDED,Match,,Match,,Match,,Match
9,Landing Page Gap,landing_page (A),Integrated,Presence required,"https, / / climate-modelling.canada.ca / climatemodels / canesm2 /",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
9,Landing Page Gap,landing_page (B),Integrated,Presence required,"https, / / climate-modelling.canada.ca /",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
