group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
2,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"validated through multi-model intercomparison, comparison to semi-analytical grounding-line solutions.","matches expected plume behavior, melt sensitivity",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
2,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"resolution sensitivity, parameter perturbations","resolution, melt formulation tests",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
2,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,"scenario-based melt-rate perturbations, friction laws",scenario-based,,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
2,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),ice_draft_geometry; grounding_line_position; ice_thickness; volume_above_flotation,ice_draft_geometry; grounding_line_position; ice geometry from mismip+ runs; ice geometry for ocean cavity model,,ice_draft_geometry ↔ ice_draft_geometry (1.00); grounding_line_position ↔ grounding_line_position (1.00),Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
2,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),melt_rate; ocean_velocity; temperature; salinity,melt_rate; sub-shelf melt-rate fields from isomip+; sub-shelf melt rates used as forcing,,melt_rate ↔ melt_rate (1.00),Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields from isomip+; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from mismip+ runs; ice geometry for ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Gap,,
2,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:ice_draft_geometry; grounding_line_position; ice_thickness; volume_above_flotation | B.out:melt_rate; ocean_velocity; temperature; salinity,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Gap,,
2,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),,,"ocean internal step ~1 h, wave step ~15 min, coupling interval ~3 h",One or both sides missing metadata.,Missing,INTENDED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: One or both sides missing metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
2,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),100-1000 years,1-100 years,"multi-year to multi-decadal simulations e.g., 1979-2009 hindcasts, 7-month seasonal forecasts",A<->B token-sim=0.33 (>0 means aligned),Match,INTENDED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.33 (>0 means aligned),No adaptation required.
2,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),0.25-1 km recommended,2 km horizontal,"~1° orca1 ocean grid with 42 vertical levels 10 m top level , ecwam at ~1.5° global resolution in the reference experiments.",A<->B token-sim=0.25 (>0 means aligned),Match,INTENDED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.25 (>0 means aligned),No adaptation required.
2,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),idealized domain,idealized ocean cavity,"global ocean orca1 grid or regional domains e.g., north atlantic with corresponding wave grid",A<->B token-sim=0.33 (>0 means aligned),Match,INTENDED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.33 (>0 means aligned),No adaptation required.
2,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),2d or 3d,3d,"3d ocean , 2d spectral waves",A<->B token-sim=0.50 (>0 means aligned),Match,INTENDED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.50 (>0 means aligned),No adaptation required.
2,Unit Mismatch,A.output(ice_draft_geometry) -> B.input(ice_draft_geometry),Loose,Units must be equal or known-equivalent,m,m,,'m' ~ 'm' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'm' ~ 'm' (equivalent).,No adaptation required.
2,Unit Mismatch,A.output(grounding_line_position) -> B.input(grounding_line_position),Loose,Both sides must declare a unit for the exchanged variable,m^3,,,Unit not declared on one or both sides.,Missing,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
2,Unit Mismatch,B.output(melt_rate) -> A.input(melt_rate),Loose,Units must be equal or known-equivalent,m a^-1,m a^-1,,'m a^-1' ~ 'm a^-1' (equivalent).,Match,INTENDED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'm a^-1' ~ 'm a^-1' (equivalent).,No adaptation required.
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
2,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"model-specific logs, checks",restart strategies for numerical instability,"error handling is inherited from component models nemo, ecwam, ifs , coupling infrastructure, includes checks on cfl stability, nans, flux consistency, restart capability.",Both A and B or AB canonical required.,Match,INTENDED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
2,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"initialize, apply prescribed melt forcing, run forward","initialize from t / s fields, apply geometry, integrate",,At least one side must provide.,Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
2,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,true,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
2,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Gap,Deterministic check: Loose requires at least one side (or AB) to declare this.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
2,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
2,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,,,,Loose requires at least one declaration of synchronization.,Missing,INTENDED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
2,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran; c++; python,fortran; c++,fortran nemo core; fortran ecwam core,A↔B token-sim=0.67 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
2,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,false,,,A provides metadata,Match,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
2,Source Code Availability Gap,availability_of_source_code (B),Loose,Presence required,false,,,B provides metadata,Match,INTENDED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
2,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"consensus steady-state & perturbation behavior; compared with multi-model ensemble, analytical expectations",,,A provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
2,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,multi-model plume agreement; compared to baseline steady-state plume results,,,B provides metadata,Match,INTENDED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
2,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,ice-sheet model with grounding-line capability,ocean model with ice-shelf cavity physics,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
2,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,workstation to hpc,hpc recommended,hpc cluster or high-end workstation for multi-decadal and / or high-resolution runs,A↔B token-sim=0.33 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
2,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,2016.1,2016.1,2015 reference configuration orca1l42 + ecwam cy38r1,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
2,File Format Mismatch,file_formats,Loose,Pattern-graded similarity/equality,netcdf,netcdf,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A↔B token-sim=1.00 (> 0.00),No adaptation required.
2,License Incompatibility,license,Loose,Pattern-graded requirement,open experimental protocol,open experimental protocol,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
2,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.geosci-model-dev.net / 9 / 2471 / 2016 /",,,A provides landing page,Match,INTENDED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides landing page,No adaptation required.
2,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.geosci-model-dev.net / 9 / 2471 / 2016 /",,,B provides landing page,Match,INTENDED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides landing page,No adaptation required.
